workload,option,influence,kpi
misc,checksum,0.0250617341985447,max-resident-size
misc,FPAQ,-0.12509729961556976,max-resident-size
misc,RLT,-0.06140631809009082,max-resident-size
misc,BWT,-0.02527719574349058,max-resident-size
misc,TPAQX,0.6810607330704007,max-resident-size
misc,CM,-0.05541217512758235,max-resident-size
misc,ZRLT,-0.026997884321886465,max-resident-size
misc,Range,-0.12750279541982235,max-resident-size
misc,ROLZ,-0.06926566367783099,max-resident-size
misc,ANS1,0.2127133627001668,max-resident-size
misc,Huffman,-0.3249709743911042,max-resident-size
misc,jobs,0.31152391502688886,max-resident-size
misc,blocksize,1.5944923072157409,max-resident-size
silesia,LZP,-0.05920468453728946,max-resident-size
silesia,ROLZX,-0.01540356485174662,max-resident-size
silesia,RANK,0.04558053486201228,max-resident-size
